occurred_at;prev_commit;conflict_id;conflict_type;config_types;link;changed_artifact;changed_option;cmd;rating;notes;category
4982adc795981cc0dce14a91b1f911901c2ab03d;b448a040585e643fa342c9c159a7a78384855692;9c423ddcc704dee49689892b5b81913c;ModifiedOptionConflict;ConfigType.UNKNOWN<->ConfigType.UNKNOWN;spring-boot::::spring-boot-cli/pom.xml::::project::::dependencies::::dependency_spring-boot::::scope::::test <-> spring-boot::::spring-boot/pom.xml::::project::::dependencies::::dependency_okhttp::::scope::::test;spring-boot/pom.xml;spring-boot::::spring-boot/pom.xml::::project::::dependencies::::dependency_okhttp::::scope(location: 282);git show 4982adc795981cc0dce14a91b1f911901c2ab03d -- spring-boot/pom.xml;no;changes does not match ;unknown
0b5cc9ee9a0eb0f5330b5994fd475fb57e36702e;8297f651c91ab63aa8403a8a4a7bda36275b1b80;a1815af78781d18c592bb5064bbfd32b;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-boot-samples/spring-boot-sample-aop/pom.xml::::project::::parent_spring-boot-samples::::version::::version:1.1.1.BUILD-SNAPSHOT <-> spring-boot::::spring-boot-samples/spring-boot-sample-parent-context/pom.xml::::project::::parent_spring-boot-samples::::version::::version:1.1.1.BUILD-SNAPSHOT;spring-boot-samples/spring-boot-sample-aop/pom.xml;spring-boot::::spring-boot-samples/spring-boot-sample-aop/pom.xml::::project::::parent_spring-boot-samples::::version(location: 8);git show 0b5cc9ee9a0eb0f5330b5994fd475fb57e36702e -- spring-boot-samples/spring-boot-sample-aop/pom.xml;yes;parent version changed;version number
02fdac4f55dc1dc130ddc82bfb8f9ff318a24606;c574e0ea4f705cfecdf23aedab7d11786377b9ce;8e4018233d64395bd17b13ff916132d6;ModifiedOptionConflict;ConfigType.NAME<->ConfigType.NAME;spring-boot::::spring-boot-samples/spring-boot-sample-profile/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-test::::groupId::::${project.groupId} <-> spring-boot::::spring-boot-starters/spring-boot-starter-batch/pom.xml::::project::::dependencies::::dependency_spring-boot-starter::::groupId::::${project.groupId};spring-boot-samples/spring-boot-sample-profile/pom.xml;spring-boot::::spring-boot-samples/spring-boot-sample-profile/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-test::::groupId(location: 21);git show 02fdac4f55dc1dc130ddc82bfb8f9ff318a24606 -- spring-boot-samples/spring-boot-sample-profile/pom.xml;borderline;different plugins with ${project.groupId};name
02fdac4f55dc1dc130ddc82bfb8f9ff318a24606;c574e0ea4f705cfecdf23aedab7d11786377b9ce;bb3e8b05fc806e8f9af90fdf9b122778;ModifiedOptionConflict;ConfigType.NAME<->ConfigType.NAME;spring-boot::::spring-boot-samples/spring-boot-sample-web-method-security/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-actuator::::groupId::::${project.groupId} <-> spring-boot::::spring-boot-starters/spring-boot-starter-jdbc/pom.xml::::project::::dependencies::::dependency_spring-boot-starter::::groupId::::${project.groupId};spring-boot-samples/spring-boot-sample-web-method-security/pom.xml;spring-boot::::spring-boot-samples/spring-boot-sample-web-method-security/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-actuator::::groupId(location: 17);git show 02fdac4f55dc1dc130ddc82bfb8f9ff318a24606 -- spring-boot-samples/spring-boot-sample-web-method-security/pom.xml;borderline;different plugins with ${project.groupId};name
0b5cc9ee9a0eb0f5330b5994fd475fb57e36702e;8297f651c91ab63aa8403a8a4a7bda36275b1b80;32cb8dceadc2a968b97b09cfd9b84ef2;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-boot-samples/spring-boot-sample-parent-context/pom.xml::::project::::parent_spring-boot-samples::::version::::version:1.1.1.BUILD-SNAPSHOT <-> spring-boot::::spring-boot-starters/spring-boot-starter-data-elasticsearch/pom.xml::::project::::parent_spring-boot-starters::::version::::version:1.1.1.BUILD-SNAPSHOT;spring-boot-starters/spring-boot-starter-data-elasticsearch/pom.xml;spring-boot::::spring-boot-starters/spring-boot-starter-data-elasticsearch/pom.xml::::project::::parent_spring-boot-starters::::version(location: 8);git show 0b5cc9ee9a0eb0f5330b5994fd475fb57e36702e -- spring-boot-starters/spring-boot-starter-data-elasticsearch/pom.xml;yes;parent version changed;version number
0b5cc9ee9a0eb0f5330b5994fd475fb57e36702e;8297f651c91ab63aa8403a8a4a7bda36275b1b80;5faa2620b84fda08003fb8fe10980e9f;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-boot-samples/spring-boot-sample-actuator-noweb/pom.xml::::project::::parent_spring-boot-samples::::version::::version:1.1.1.BUILD-SNAPSHOT <-> spring-boot::::spring-boot-samples/spring-boot-sample-parent-context/pom.xml::::project::::parent_spring-boot-samples::::version::::version:1.1.1.BUILD-SNAPSHOT;spring-boot-samples/spring-boot-sample-actuator-noweb/pom.xml;spring-boot::::spring-boot-samples/spring-boot-sample-actuator-noweb/pom.xml::::project::::parent_spring-boot-samples::::version(location: 8);git show 0b5cc9ee9a0eb0f5330b5994fd475fb57e36702e -- spring-boot-samples/spring-boot-sample-actuator-noweb/pom.xml;yes;parent version changed;version number
a7f2ae042ee691c62c28738d4a9f0d1f734470b7;7bf12162e5ea064f7c596a4f684dd6c96fad2eb3;a426646e1b42f3ae6b67b8d8b0532e6e;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-boot-samples/pom.xml::::project::::parent_spring-boot-starter-parent::::version::::version:1.2.3.BUILD-SNAPSHOT <-> spring-boot::::spring-boot-starters/spring-boot-starter-batch/pom.xml::::project::::parent_spring-boot-starters::::version::::version:1.2.3.BUILD-SNAPSHOT;spring-boot-starters/spring-boot-starter-batch/pom.xml;spring-boot::::spring-boot-starters/spring-boot-starter-batch/pom.xml::::project::::parent_spring-boot-starters::::version(location: 7);git show a7f2ae042ee691c62c28738d4a9f0d1f734470b7 -- spring-boot-starters/spring-boot-starter-batch/pom.xml;yes;parent version changed;version number
02fdac4f55dc1dc130ddc82bfb8f9ff318a24606;c574e0ea4f705cfecdf23aedab7d11786377b9ce;841aefdb1e44c0ae5aa8f34cb1777cfd;ModifiedOptionConflict;ConfigType.NAME<->ConfigType.NAME;spring-boot::::spring-boot-samples/spring-boot-sample-web-jsp/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-tomcat::::groupId::::${project.groupId} <-> spring-boot::::spring-boot-starters/spring-boot-starter-web/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-tomcat::::groupId::::${project.groupId};spring-boot-samples/spring-boot-sample-web-jsp/pom.xml;spring-boot::::spring-boot-samples/spring-boot-sample-web-jsp/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-tomcat::::groupId(location: 22);git show 02fdac4f55dc1dc130ddc82bfb8f9ff318a24606 -- spring-boot-samples/spring-boot-sample-web-jsp/pom.xml;borderline;different plugins with ${project.groupId};name
0b5cc9ee9a0eb0f5330b5994fd475fb57e36702e;8297f651c91ab63aa8403a8a4a7bda36275b1b80;9bb642e85ebe10ad8554c0a365aa9c50;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-boot-samples/spring-boot-sample-hornetq/pom.xml::::project::::parent_spring-boot-samples::::version::::version:1.1.1.BUILD-SNAPSHOT <-> spring-boot::::spring-boot-samples/spring-boot-sample-parent-context/pom.xml::::project::::parent_spring-boot-samples::::version::::version:1.1.1.BUILD-SNAPSHOT;spring-boot-samples/spring-boot-sample-hornetq/pom.xml;spring-boot::::spring-boot-samples/spring-boot-sample-hornetq/pom.xml::::project::::parent_spring-boot-samples::::version(location: 8);git show 0b5cc9ee9a0eb0f5330b5994fd475fb57e36702e -- spring-boot-samples/spring-boot-sample-hornetq/pom.xml;yes;parent version changed;version number
02f8b17eb5e16c5b9067e9320b809405898a13a4;e290958b4e52a8a9e92d04fa02e079d694ea2b55;2c02e3c9ec2a7d70bd8c4998e57f9901;ModifiedOptionConflict;ConfigType.PATH<->ConfigType.PATH;spring-boot::::spring-boot-project/spring-boot-docs/pom.xml::::project::::profiles::::profile_full::::build::::plugins::::plugin_asciidoctor-maven-plugin::::configuration::::sourceDirectory::::${refdocs.build.directory} <-> spring-boot::::spring-boot-project/spring-boot-tools/spring-boot-gradle-plugin/pom.xml::::project::::profiles::::profile_full::::build::::plugins::::plugin_asciidoctor-maven-plugin::::configuration::::sourceDirectory::::${refdocs.build.directory};spring-boot-project/spring-boot-tools/spring-boot-gradle-plugin/pom.xml;spring-boot::::spring-boot-project/spring-boot-tools/spring-boot-gradle-plugin/pom.xml::::project::::profiles::::profile_full::::build::::plugins::::plugin_asciidoctor-maven-plugin::::configuration::::sourceDirectory(location: 355);git show 02f8b17eb5e16c5b9067e9320b809405898a13a4 -- spring-boot-project/spring-boot-tools/spring-boot-gradle-plugin/pom.xml;yes;sourceDirectory changed;path
0b5cc9ee9a0eb0f5330b5994fd475fb57e36702e;8297f651c91ab63aa8403a8a4a7bda36275b1b80;83e0b8859716c44fdfcd90a9a5a2b1a3;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-boot-samples/spring-boot-sample-parent-context/pom.xml::::project::::parent_spring-boot-samples::::version::::version:1.1.1.BUILD-SNAPSHOT <-> spring-boot::::spring-boot-starters/spring-boot-starter-freemarker/pom.xml::::project::::parent_spring-boot-starters::::version::::version:1.1.1.BUILD-SNAPSHOT;spring-boot-starters/spring-boot-starter-freemarker/pom.xml;spring-boot::::spring-boot-starters/spring-boot-starter-freemarker/pom.xml::::project::::parent_spring-boot-starters::::version(location: 7);git show 0b5cc9ee9a0eb0f5330b5994fd475fb57e36702e -- spring-boot-starters/spring-boot-starter-freemarker/pom.xml;yes;parent version changed;version number
02fdac4f55dc1dc130ddc82bfb8f9ff318a24606;c574e0ea4f705cfecdf23aedab7d11786377b9ce;11956aa5214b6bedf376603ff66c1c84;ModifiedOptionConflict;ConfigType.NAME<->ConfigType.NAME;spring-boot::::spring-boot-samples/spring-boot-sample-traditional/pom.xml::::project::::dependencies::::dependency_spring-boot-starter::::groupId::::${project.groupId} <-> spring-boot::::spring-boot-starters/spring-boot-starter-integration/pom.xml::::project::::dependencies::::dependency_spring-boot-starter::::groupId::::${project.groupId};spring-boot-samples/spring-boot-sample-traditional/pom.xml;spring-boot::::spring-boot-samples/spring-boot-sample-traditional/pom.xml::::project::::dependencies::::dependency_spring-boot-starter::::groupId(location: 19);git show 02fdac4f55dc1dc130ddc82bfb8f9ff318a24606 -- spring-boot-samples/spring-boot-sample-traditional/pom.xml;borderline;different plugins with ${project.groupId};name
f1831ca14b5626204c06e1c8c6bc949e45bb53ff;b40b5d4218de72cc012097908f2ed3d1702ea203;f70ae5fba1856aeed56656c88e38fdba;ModifiedOptionConflict;ConfigType.NAME<->ConfigType.NAME;spring-boot::::spring-boot-samples/spring-boot-sample-actuator-ui/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::groupId::::${project.groupId} <-> spring-boot::::spring-boot-starters/spring-boot-starter-batch/pom.xml::::project::::dependencies::::dependency_spring-boot-starter::::groupId::::${project.groupId};spring-boot-samples/spring-boot-sample-actuator-ui/pom.xml;spring-boot::::spring-boot-samples/spring-boot-sample-actuator-ui/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::groupId(location: 43);git show f1831ca14b5626204c06e1c8c6bc949e45bb53ff -- spring-boot-samples/spring-boot-sample-actuator-ui/pom.xml;borderline;different plugins with ${project.groupId};name
a7f2ae042ee691c62c28738d4a9f0d1f734470b7;7bf12162e5ea064f7c596a4f684dd6c96fad2eb3;938a7dc193749f7d0b59c32272a0c22d;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-boot-samples/pom.xml::::project::::parent_spring-boot-starter-parent::::version::::version:1.2.3.BUILD-SNAPSHOT <-> spring-boot::::spring-boot-starters/spring-boot-starter-log4j/pom.xml::::project::::parent_spring-boot-starters::::version::::version:1.2.3.BUILD-SNAPSHOT;spring-boot-starters/spring-boot-starter-log4j/pom.xml;spring-boot::::spring-boot-starters/spring-boot-starter-log4j/pom.xml::::project::::parent_spring-boot-starters::::version(location: 7);git show a7f2ae042ee691c62c28738d4a9f0d1f734470b7 -- spring-boot-starters/spring-boot-starter-log4j/pom.xml;yes;parent version changed;version number
a7f2ae042ee691c62c28738d4a9f0d1f734470b7;7bf12162e5ea064f7c596a4f684dd6c96fad2eb3;48fe15d8c392786060eb2c18b88a0695;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-boot-samples/pom.xml::::project::::parent_spring-boot-starter-parent::::version::::version:1.2.3.BUILD-SNAPSHOT <-> spring-boot::::spring-boot-samples/spring-boot-sample-batch/pom.xml::::project::::parent_spring-boot-samples::::version::::version:1.2.3.BUILD-SNAPSHOT;spring-boot-samples/spring-boot-sample-batch/pom.xml;spring-boot::::spring-boot-samples/spring-boot-sample-batch/pom.xml::::project::::parent_spring-boot-samples::::version(location: 8);git show a7f2ae042ee691c62c28738d4a9f0d1f734470b7 -- spring-boot-samples/spring-boot-sample-batch/pom.xml;yes;parent version changed;version number
a7f2ae042ee691c62c28738d4a9f0d1f734470b7;7bf12162e5ea064f7c596a4f684dd6c96fad2eb3;4ea440835dd73217590dc4214994e0e6;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-boot-samples/pom.xml::::project::::parent_spring-boot-starter-parent::::version::::version:1.2.3.BUILD-SNAPSHOT <-> spring-boot::::spring-boot-starters/spring-boot-starter-mustache/pom.xml::::project::::parent_spring-boot-starters::::version::::version:1.2.3.BUILD-SNAPSHOT;spring-boot-starters/spring-boot-starter-mustache/pom.xml;spring-boot::::spring-boot-starters/spring-boot-starter-mustache/pom.xml::::project::::parent_spring-boot-starters::::version(location: 7);git show a7f2ae042ee691c62c28738d4a9f0d1f734470b7 -- spring-boot-starters/spring-boot-starter-mustache/pom.xml;yes;parent version changed;version number
b7c6e3693fc173137c1192298e6afaae2615bf4f;f401490e908b6b86286ec42717389cc50fedbdce;e1be55e859359f1d3e6e0349893fd737;ModifiedOptionConflict;ConfigType.TYPE<->ConfigType.TYPE;spring-boot::::spring-bootstrap-samples/spring-bootstrap-xml-sample/pom.xml::::project::::packaging::::jar <-> spring-boot::::spring-bootstrap-starters/spring-bootstrap-integration-starter/pom.xml::::project::::packaging::::jar;spring-bootstrap-samples/spring-bootstrap-xml-sample/pom.xml;spring-boot::::spring-bootstrap-samples/spring-bootstrap-xml-sample/pom.xml::::project::::packaging(location: 11);git show b7c6e3693fc173137c1192298e6afaae2615bf4f -- spring-bootstrap-samples/spring-bootstrap-xml-sample/pom.xml;yes;packaging changed;type
4c037f614c11aa42daa4567e9cc7e41e06a91d01;8dd32bebf757e43c35a7af03aa7ecc14c88cdf21;fc034a29764dfd4fefa47c83bb36145e;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-boot-tools/spring-boot-maven-plugin/src/it/jar-exclude-group/pom.xml::::project::::dependencies::::dependency_log4j::::version::::log4j:1.2.17 <-> spring-boot::::spring-boot-tools/spring-boot-maven-plugin/src/it/run-exclude/pom.xml::::project::::dependencies::::dependency_log4j::::version::::log4j:1.2.17;spring-boot-tools/spring-boot-maven-plugin/src/it/run-exclude/pom.xml;spring-boot::::spring-boot-tools/spring-boot-maven-plugin/src/it/run-exclude/pom.xml::::project::::dependencies::::dependency_log4j::::version(location: 41);git show 4c037f614c11aa42daa4567e9cc7e41e06a91d01 -- spring-boot-tools/spring-boot-maven-plugin/src/it/run-exclude/pom.xml;yes;plugin version changed;version number
a7f2ae042ee691c62c28738d4a9f0d1f734470b7;7bf12162e5ea064f7c596a4f684dd6c96fad2eb3;7c71cded39438a60eb666ea437e280db;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;spring-boot::::spring-boot-samples/pom.xml::::project::::parent_spring-boot-starter-parent::::version::::version:1.2.3.BUILD-SNAPSHOT <-> spring-boot::::spring-boot-samples/spring-boot-sample-web-ui/pom.xml::::project::::parent_spring-boot-samples::::version::::version:1.2.3.BUILD-SNAPSHOT;spring-boot-samples/spring-boot-sample-web-ui/pom.xml;spring-boot::::spring-boot-samples/spring-boot-sample-web-ui/pom.xml::::project::::parent_spring-boot-samples::::version(location: 8);git show a7f2ae042ee691c62c28738d4a9f0d1f734470b7 -- spring-boot-samples/spring-boot-sample-web-ui/pom.xml;yes;parent version changed;version number
161c39156575166f48d3fc5c2a00603bc6c64ef1;9667231cf843b9c995525961946e5c9113c8882c;932f920868adc02266395840455d45c3;ModifiedOptionConflict;ConfigType.NAME<->ConfigType.NAME;spring-boot::::pom.xml::::project::::artifactId::::spring-boot-parent <-> spring-boot::::spring-boot/pom.xml::::project::::parent_spring-boot-parent::::artifactId::::spring-boot-parent;pom.xml;spring-boot::::pom.xml::::project::::artifactId(location: 6);git show 161c39156575166f48d3fc5c2a00603bc6c64ef1 -- pom.xml;yes;artifactId changed;name
15c50e31b2c7e4f6888c8f1ef5abce638ede38e9;d4fac553215c0acf1135e31781e5a2fb280fe00e;ed8daa8f1b4f0997b31a649093f89910;ModifiedOptionConflict;ConfigType.NAME<->ConfigType.NAME;spring-boot::::pom.xml::::project::::profiles::::profile_prepare::::modules::::module::::spring-boot-versions <-> spring-boot::::spring-boot-versions/pom.xml::::project::::artifactId::::spring-boot-versions;pom.xml;spring-boot::::pom.xml::::project::::profiles::::profile_prepare::::modules::::module(location: 108);git show 15c50e31b2c7e4f6888c8f1ef5abce638ede38e9 -- pom.xml;no;changes does not match ;name
f1831ca14b5626204c06e1c8c6bc949e45bb53ff;b40b5d4218de72cc012097908f2ed3d1702ea203;c6beb0d56a6e45c49d3b6334fc236397;ModifiedOptionConflict;ConfigType.NAME<->ConfigType.NAME;spring-boot::::spring-boot-cli/pom.xml::::project::::dependencies::::dependency_spring-boot::::exclusions::::exclusion_spring-boot::::groupId::::${project.groupId} <-> spring-boot::::spring-boot-samples/spring-boot-sample-data-jpa/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::groupId::::${project.groupId};spring-boot-samples/spring-boot-sample-data-jpa/pom.xml;spring-boot::::spring-boot-samples/spring-boot-sample-data-jpa/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::groupId(location: 34);git show f1831ca14b5626204c06e1c8c6bc949e45bb53ff -- spring-boot-samples/spring-boot-sample-data-jpa/pom.xml;borderline;different plugins with ${project.groupId};name
