occurred_at;prev_commit;conflict_id;conflict_type;config_types;link;changed_artifact;changed_option;cmd;rating;notes
58ef6fec9dd9dcb200c0d90d609dcf0475380852;67eff6c293f01d1ad9a870db60cc15b5a7456ae3;7f7b6dd4967f0bd5fcd16e52e8bdd85d;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::package.json::::devDependencies::::jest::::jest:^24.8.0 <-> freeCodeCamp::::tools/challenge-md-parser/package.json::::devDependencies::::jest::::jest:^24.8.0;package.json;freeCodeCamp::::package.json::::devDependencies::::jest(location: 72);git show 58ef6fec9dd9dcb200c0d90d609dcf0475380852 -- package.json;yes;library version changed
56d336b1c66a6598e893bdefb7e0da6a1b98b158;4f48524194a8a6ecff8bd0260505143314a0a6c5;28a03ce9ac3f7fe9b15b74c4efa8b374;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::api-server/package.json::::devDependencies::::@babel/preset-env::::@babel/preset-env:^7.11.5 <-> freeCodeCamp::::curriculum/package.json::::devDependencies::::@babel/preset-env::::@babel/preset-env:^7.11.5;api-server/package.json;freeCodeCamp::::api-server/package.json::::devDependencies::::@babel/preset-env(location: 73);git show 56d336b1c66a6598e893bdefb7e0da6a1b98b158 -- api-server/package.json;yes;library version changed
eee7a9b24d8d2d86294bb1713aea25eab98f3c5f;c367677f309ef867b6e2e11a886ce53c476f88cd;8abf0aa61e655be66a2cabe2b888bcfe;ModifiedOptionConflict;ConfigType.LICENSE<->ConfigType.LICENSE;freeCodeCamp::::api-server/package.json::::license::::(BSD-3-Clause AND CC-BY-SA-4.0) <-> freeCodeCamp::::curriculum/package.json::::license::::(BSD-3-Clause AND CC-BY-SA-4.0);api-server/package.json;freeCodeCamp::::api-server/package.json::::license(location: 15);git show eee7a9b24d8d2d86294bb1713aea25eab98f3c5f -- api-server/package.json;yes;licenec changed
f3aa66f95a3b85f12a049d197aea2c12ed1e29d6;2f7fb257c9632b18eb225fd044e3ed3fb73f2191;066430da70ce89ab488d4d6ff85ba17e;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::api-server/package.json::::dependencies::::query-string::::query-string:^6.13.2 <-> freeCodeCamp::::client/package.json::::dependencies::::query-string::::query-string:^6.13.2;client/package.json;freeCodeCamp::::client/package.json::::dependencies::::query-string(location: 52);git show f3aa66f95a3b85f12a049d197aea2c12ed1e29d6 -- client/package.json;yes;library version changed
6232b58616ae1a0a54cd4b4ea62de0acb1439aa9;9b4654c69545dd95b842dc93fc542d1aaa4976f4;25510e42c7c8d189b29f6b3336634c06;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::api-server/package.json::::dependencies::::query-string::::query-string:^6.13.8 <-> freeCodeCamp::::client/package.json::::dependencies::::query-string::::query-string:^6.13.8;api-server/package.json;freeCodeCamp::::api-server/package.json::::dependencies::::query-string(location: 53);git show 6232b58616ae1a0a54cd4b4ea62de0acb1439aa9 -- api-server/package.json;yes;library version changed
89e3264d1ab342bdf75736ea9b9e803eb976bc11;3e17472ca4a41859b87705e827e8444d598fe1f5;bad15030216aea782c77886b9b5bf89e;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::api-server/package.json::::devDependencies::::@babel/core::::@babel/core:^7.11.6 <-> freeCodeCamp::::curriculum/package.json::::devDependencies::::@babel/core::::@babel/core:^7.11.6;api-server/package.json;freeCodeCamp::::api-server/package.json::::devDependencies::::@babel/core(location: 68);git show 89e3264d1ab342bdf75736ea9b9e803eb976bc11 -- api-server/package.json;yes;library version changed
1d759c5bf5b93ed3ad321b763110959f56349c21;cb4c758d6cc559110776d0b69895ecfc86b5fd88;e8db4ae2baf8dd3f24c5f791bf79fcd3;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::api-server/package.json::::devDependencies::::babel-plugin-transform-imports::::babel-plugin-transform-imports:^1.5.0 <-> freeCodeCamp::::client/package.json::::devDependencies::::babel-plugin-transform-imports::::babel-plugin-transform-imports:^1.5.0;api-server/package.json;freeCodeCamp::::api-server/package.json::::devDependencies::::babel-plugin-transform-imports(location: 91);git show 1d759c5bf5b93ed3ad321b763110959f56349c21 -- api-server/package.json;yes;library version changed
f141ac60246e1d7fcb4e7988b6f6a2dbcdcf46a8;d9e0b6f00a15afeea645c9bf7a191935bdfe099d;c66f5d507613e2bda25f98d0d39c863b;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::package.json::::devDependencies::::lodash::::lodash:^4.17.20 <-> freeCodeCamp::::tools/challenge-parser/package.json::::dependencies::::lodash::::lodash:^4.17.20;tools/challenge-parser/package.json;freeCodeCamp::::tools/challenge-parser/package.json::::dependencies::::lodash(location: 15);git show f141ac60246e1d7fcb4e7988b6f6a2dbcdcf46a8 -- tools/challenge-parser/package.json;yes;library version changed
5478d6ba1ab34d988076a0e4dce54ea727b47f19;5e22e25e6a614d029a9bf4fb44e769116f38d4e5;d101e7dee99d65d4e228b41f11e77aed;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::api-server/package.json::::dependencies::::mongodb::::mongodb:^3.5.5 <-> freeCodeCamp::::tools/scripts/seed/package.json::::devDependencies::::mongodb::::mongodb:^3.5.5;api-server/package.json;freeCodeCamp::::api-server/package.json::::dependencies::::mongodb(location: 48);git show 5478d6ba1ab34d988076a0e4dce54ea727b47f19 -- api-server/package.json;yes;library version changed
6964ad337556438c65909251dc2d732f5b5ec03b;b5604d63684e9b2675f46fd055c79dcf9a17f09a;54e669947817ea3035914f9389390943;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::tools/challenge-md-parser/package.json::::dependencies::::lodash::::lodash:^4.17.19 <-> freeCodeCamp::::tools/scripts/seed/package.json::::devDependencies::::lodash::::lodash:^4.17.19;tools/challenge-md-parser/package.json;freeCodeCamp::::tools/challenge-md-parser/package.json::::dependencies::::lodash(location: 22);git show 6964ad337556438c65909251dc2d732f5b5ec03b -- tools/challenge-md-parser/package.json;yes;library version changed
dcfc648c5357af410fc60350d84408abc5a0ad23;e808b93b720c701db5e99d98ad4534abf32b90f9;a6120d0355bbedae24630e235819b90b;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::api-server/package.json::::devDependencies::::@babel/core::::@babel/core:^7.2.2 <-> freeCodeCamp::::curriculum/package.json::::devDependencies::::@babel/core::::@babel/core:^7.2.2;api-server/package.json;freeCodeCamp::::api-server/package.json::::devDependencies::::@babel/core(location: 77);git show dcfc648c5357af410fc60350d84408abc5a0ad23 -- api-server/package.json;yes;library version changed
fdc89a2feac6d9b9f7fd19ae6247cd9ea5d746f6;ac593f538bae5ed4dc85966c6bbefb87c5646af1;9d65f386ba4b1cf0281fe456b07970bb;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::api-server/package.json::::dependencies::::validator::::validator:^9.4.1 <-> freeCodeCamp::::packages/learn/package.json::::dependencies::::validator::::validator:^9.4.1;packages/learn/package.json;freeCodeCamp::::packages/learn/package.json::::dependencies::::validator(location: 62);git show fdc89a2feac6d9b9f7fd19ae6247cd9ea5d746f6 -- packages/learn/package.json;yes;library version changed
5b5170504f965d1458cceba8ebf26617cf1cf6a1;f2e9da7ec94e3cd76a2cb9d20bbea34b141668c5;886ad24c24689385785f453b41e260fb;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::tools/challenge-parser/package.json::::dependencies::::lodash::::lodash:^4.17.19 <-> freeCodeCamp::::tools/scripts/seed/package.json::::devDependencies::::lodash::::lodash:^4.17.19;tools/scripts/seed/package.json;freeCodeCamp::::tools/scripts/seed/package.json::::devDependencies::::lodash(location: 28);git show 5b5170504f965d1458cceba8ebf26617cf1cf6a1 -- tools/scripts/seed/package.json;yes;library version changed
f03807e5d783cf87fc755660c64eb6043f3bcaf7;2ece51457884ed0f7c9ea2a4b02660576371a146;175de4a85c295da5be9aa5cee477b8ba;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::api-server/package.json::::dependencies::::lodash::::lodash:^4.17.11 <-> freeCodeCamp::::client/package.json::::dependencies::::lodash::::lodash:^4.17.11;client/package.json;freeCodeCamp::::client/package.json::::dependencies::::lodash(location: 39);git show f03807e5d783cf87fc755660c64eb6043f3bcaf7 -- client/package.json;yes;library version changed
f2e9da7ec94e3cd76a2cb9d20bbea34b141668c5;45a6201d3b0d4ceeb1469837ac673a33ba4ca02d;0407726be6d38cb64e732f1eef472fd7;ModifiedOptionConflict;ConfigType.UNKNOWN<->ConfigType.UNKNOWN;freeCodeCamp::::tools/contributor/dashboard-app/client/package.json::::homepage::::. <-> freeCodeCamp::::tools/contributor/package.json::::nodemonConfig::::watch::::watch/.::::.;tools/contributor/dashboard-app/client/package.json;freeCodeCamp::::tools/contributor/dashboard-app/client/package.json::::homepage(location: 18);git show f2e9da7ec94e3cd76a2cb9d20bbea34b141668c5 -- tools/contributor/dashboard-app/client/package.json;no;Unknown types and magic word
92cbb2d86c01ce9b2981ac7494389dfbba62139c;6565d3ee13d192dacab8cb0ed04cccd62ecc8ccb;3dd2bc65d6c7785ed920d2df151ea52e;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::client/package.json::::dependencies::::lodash::::lodash:^4.17.20 <-> freeCodeCamp::::package.json::::devDependencies::::lodash::::lodash:^4.17.20;client/package.json;freeCodeCamp::::client/package.json::::dependencies::::lodash(location: 46);git show 92cbb2d86c01ce9b2981ac7494389dfbba62139c -- client/package.json;yes;library version changed
152d9550794d981321b239a0ce0fd13e586eaa57;952e3f1e4de7189cd8261dfc048a76bed6928c1c;7d50ccc90d07ef0b30214a754fd8fa8b;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::api-server/package.json::::dependencies::::mongodb::::mongodb:^3.5.5 <-> freeCodeCamp::::tools/scripts/seed/package.json::::devDependencies::::mongodb::::mongodb:^3.5.5;api-server/package.json;freeCodeCamp::::api-server/package.json::::dependencies::::mongodb(location: 48);git show 152d9550794d981321b239a0ce0fd13e586eaa57 -- api-server/package.json;yes;library version changed
3c1ea184a2432cef92696f6431b2962570f573e7;2311a400c724b983434d93b6b3f5d60fcebe5b54;aeaebc7163c49d7440973c6514f7c495;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::api-server/package.json::::dependencies::::lodash::::lodash:^4.17.11 <-> freeCodeCamp::::tools/scripts/seed/package.json::::devDependencies::::lodash::::lodash:^4.17.11;tools/scripts/seed/package.json;freeCodeCamp::::tools/scripts/seed/package.json::::devDependencies::::lodash(location: 24);git show 3c1ea184a2432cef92696f6431b2962570f573e7 -- tools/scripts/seed/package.json;yes;library version changed
5478d6ba1ab34d988076a0e4dce54ea727b47f19;5e22e25e6a614d029a9bf4fb44e769116f38d4e5;14b8ab88308f257f90ab843f1b8feae4;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::api-server/package.json::::dependencies::::query-string::::query-string:^6.8.3 <-> freeCodeCamp::::client/package.json::::dependencies::::query-string::::query-string:^6.8.3;api-server/package.json;freeCodeCamp::::api-server/package.json::::dependencies::::query-string(location: 58);git show 5478d6ba1ab34d988076a0e4dce54ea727b47f19 -- api-server/package.json;yes;library version changed
74b13f33729bdf4e3f037d11f85941b21a741bf9;867bd2d12feac1bbfe8d61e7831a4370de87f8f0;b03f51e1f9d2d4853a0ef6d4a8e8ba77;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::tools/contributor/lib/package.json::::dependencies::::gray-matter::::gray-matter:4.0.2 <-> freeCodeCamp::::tools/crowdin/package.json::::dependencies::::gray-matter::::gray-matter:4.0.2;tools/crowdin/package.json;freeCodeCamp::::tools/crowdin/package.json::::dependencies::::gray-matter(location: 28);git show 74b13f33729bdf4e3f037d11f85941b21a741bf9 -- tools/crowdin/package.json;yes;library version changed
0af4f03a15ea9355f1a279fddae8a878fc4b777e;eeda3d7a24149654dc864771363660119ee3fbb6;4cf74835e0b60b723cbad30fcaa1979d;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::curriculum/package.json::::devDependencies::::readdirp::::readdirp:3.6.0 <-> freeCodeCamp::::tools/crowdin/package.json::::dependencies::::readdirp::::readdirp:3.6.0;tools/crowdin/package.json;freeCodeCamp::::tools/crowdin/package.json::::dependencies::::readdirp(location: 33);git show 0af4f03a15ea9355f1a279fddae8a878fc4b777e -- tools/crowdin/package.json;yes;library version changed
dcfc648c5357af410fc60350d84408abc5a0ad23;e808b93b720c701db5e99d98ad4534abf32b90f9;306202c95e0c3112ebda6f2cdaa48ea0;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::api-server/package.json::::devDependencies::::@babel/register::::@babel/register:^7.0.0 <-> freeCodeCamp::::curriculum/package.json::::devDependencies::::@babel/register::::@babel/register:^7.0.0;api-server/package.json;freeCodeCamp::::api-server/package.json::::devDependencies::::@babel/register(location: 82);git show dcfc648c5357af410fc60350d84408abc5a0ad23 -- api-server/package.json;yes;library version changed
05890491d6b35e82f3087d8d05234fd94ad1ac7e;86cfb569a498f2fe8b6a51bdcd93d92dfd0d8a20;08f43c287fb2b54b92e83ab2fe3a41b9;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::curriculum/package.json::::devDependencies::::readdirp::::readdirp:^3.5.0 <-> freeCodeCamp::::tools/crowdin/package.json::::dependencies::::readdirp::::readdirp:^3.5.0;curriculum/package.json;freeCodeCamp::::curriculum/package.json::::devDependencies::::readdirp(location: 56);git show 05890491d6b35e82f3087d8d05234fd94ad1ac7e -- curriculum/package.json;yes;library version changed
a736c91c46d8c83cb4faa61a258828c234dd11f6;356bc499f8a303a04abeaab9562d4ed3e34ce91c;5dd748478e1da41b3cb2ad12de9aeecf;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::client/package.json::::dependencies::::jquery::::jquery:^3.4.1 <-> freeCodeCamp::::curriculum/package.json::::devDependencies::::jquery::::jquery:^3.4.1;client/package.json;freeCodeCamp::::client/package.json::::dependencies::::jquery(location: 44);git show a736c91c46d8c83cb4faa61a258828c234dd11f6 -- client/package.json;yes;library version changed
6434c4e5cbdecd251b6112f03f831976a3c2124a;47df60f4a3b1f2d7279acbcc6fd6996416da0d5b;34b7ef6420b9014c939f50c4dd98d440;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::api-server/package.json::::dependencies::::axios::::axios:^0.21.0 <-> freeCodeCamp::::client/package.json::::dependencies::::axios::::axios:^0.21.0;api-server/package.json;freeCodeCamp::::api-server/package.json::::dependencies::::axios(location: 19);git show 6434c4e5cbdecd251b6112f03f831976a3c2124a -- api-server/package.json;yes;library version changed
5b5170504f965d1458cceba8ebf26617cf1cf6a1;f2e9da7ec94e3cd76a2cb9d20bbea34b141668c5;11367c6819d05d4c52e09701f5716dae;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::tools/scripts/build/package.json::::devDependencies::::debug::::debug:^4.0.1 <-> freeCodeCamp::::tools/scripts/seed/package.json::::devDependencies::::debug::::debug:^4.0.1;tools/scripts/seed/package.json;freeCodeCamp::::tools/scripts/seed/package.json::::devDependencies::::debug(location: 25);git show 5b5170504f965d1458cceba8ebf26617cf1cf6a1 -- tools/scripts/seed/package.json;yes;library version changed
d38bb5a1c3f46ec8c7f3199e38a2efcacc0b42e5;30b3c706fdf2221622f568a7fb5c88aa3042c2fa;bbe39fc146f2b386a0165fe3bb3760ee;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::package.json::::devDependencies::::dotenv::::dotenv:^6.0.0 <-> freeCodeCamp::::tools/scripts/build/package.json::::devDependencies::::dotenv::::dotenv:^6.0.0;package.json;freeCodeCamp::::package.json::::devDependencies::::dotenv(location: 52);git show d38bb5a1c3f46ec8c7f3199e38a2efcacc0b42e5 -- package.json;yes;library version changed
ed9e6be84b8ac50c13c0fe00a2962030445b2259;92c5447548a24b7472f7b55718fa7c5bb3c1581f;77d61dcec7b8c807a29e15eaaca02bc2;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::search-indexing/package.json::::devDependencies::::jest::::jest:^24.8.0 <-> freeCodeCamp::::tools/scripts/seed/package.json::::devDependencies::::jest::::jest:^24.8.0;tools/scripts/seed/package.json;freeCodeCamp::::tools/scripts/seed/package.json::::devDependencies::::jest(location: 8);git show ed9e6be84b8ac50c13c0fe00a2962030445b2259 -- tools/scripts/seed/package.json;yes;library version changed
0e09601d461e8d3affd9580ecfc9068c7aa30c7d;ce80c7a7391bb2c7b877b0b58ce0b5f40fab81ee;6996eb315b8bce5285857994c28373a2;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::client/package.json::::devDependencies::::jest::::jest:^24.9.0 <-> freeCodeCamp::::tools/search-indexing/package.json::::devDependencies::::jest::::jest:^24.9.0;client/package.json;freeCodeCamp::::client/package.json::::devDependencies::::jest(location: 102);git show 0e09601d461e8d3affd9580ecfc9068c7aa30c7d -- client/package.json;yes;library version changed
ac7fe655f5f89c4cfcaf0563c02c6e6228cb311b;00af0fb1b5aef92f13d62f8d13260e2e5c89d84c;b5d3e19f5f5aedb66b709709fb245aa2;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::client/package.json::::version::::version:1.0.0 <-> freeCodeCamp::::tools/challenge-md-parser/package.json::::version::::version:1.0.0;tools/challenge-md-parser/package.json;freeCodeCamp::::tools/challenge-md-parser/package.json::::version(location: 4);git show ac7fe655f5f89c4cfcaf0563c02c6e6228cb311b -- tools/challenge-md-parser/package.json;yes;file version changed
5d62cb42361c0cc94144f95b24c948291c80c8f4;86947a67b772b04910ae0929d8e80d0930315c81;e1e11e2011d6a2fea739ee18a4ef0431;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::tools/contributor/package.json::::devDependencies::::dotenv::::dotenv:8.2.0 <-> freeCodeCamp::::tools/scripts/seed/package.json::::devDependencies::::dotenv::::dotenv:8.2.0;tools/scripts/seed/package.json;freeCodeCamp::::tools/scripts/seed/package.json::::devDependencies::::dotenv(location: 26);git show 5d62cb42361c0cc94144f95b24c948291c80c8f4 -- tools/scripts/seed/package.json;yes;library version changed
f2e9da7ec94e3cd76a2cb9d20bbea34b141668c5;45a6201d3b0d4ceeb1469837ac673a33ba4ca02d;8d8da58cff678b98ebbb8e78e6ca55d1;ModifiedOptionConflict;ConfigType.NAME<->ConfigType.NAME;freeCodeCamp::::tools/contributor/dashboard-app/server/package.json::::name::::@freecodecamp/contributer-tools <-> freeCodeCamp::::tools/contributor/package.json::::name::::@freecodecamp/contributer-tools;tools/contributor/package.json;freeCodeCamp::::tools/contributor/package.json::::name(location: 2);git show f2e9da7ec94e3cd76a2cb9d20bbea34b141668c5 -- tools/contributor/package.json;no;name package.json changed
f03807e5d783cf87fc755660c64eb6043f3bcaf7;2ece51457884ed0f7c9ea2a4b02660576371a146;8f50b308b73362a0253d3f11b2f64f07;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::client/package.json::::dependencies::::prismjs::::prismjs:^1.16.0 <-> freeCodeCamp::::package.json::::devDependencies::::prismjs::::prismjs:^1.16.0;client/package.json;freeCodeCamp::::client/package.json::::dependencies::::prismjs(location: 43);git show f03807e5d783cf87fc755660c64eb6043f3bcaf7 -- client/package.json;yes;library version changed
5b5170504f965d1458cceba8ebf26617cf1cf6a1;f2e9da7ec94e3cd76a2cb9d20bbea34b141668c5;f162e341ce463f5e05014149f808c7c3;ModifiedOptionConflict;ConfigType.VERSION_NUMBER<->ConfigType.VERSION_NUMBER;freeCodeCamp::::curriculum/package.json::::devDependencies::::cross-env::::cross-env:^7.0.2 <-> freeCodeCamp::::tools/challenge-helper-scripts/package.json::::devDependencies::::cross-env::::cross-env:^7.0.2;tools/challenge-helper-scripts/package.json;freeCodeCamp::::tools/challenge-helper-scripts/package.json::::devDependencies::::cross-env(location: 26);git show 5b5170504f965d1458cceba8ebf26617cf1cf6a1 -- tools/challenge-helper-scripts/package.json;yes;library version changed
