id;creationdate;score;title;tags;note
24654148;09.07.2014 12:48;3;TravisCI fails with Cannot start PhantomJS;<node.js><phantomjs><karma-runner><travis-ci>;node version in travis
43815573;06.05.2017 00:49;3;How to run Selenium Server on Travis CI when testing a Node.js project with Nightwatch;<java><node.js><selenium><travis-ci><nightwatch.js>;nothing found
40901653;01.12.2016 02:29;3;eslint Failures in Travis CI, but not locally;<node.js><meteor><github><travis-ci><eslint>;nothing found
29216924;23.03.2015 17:47;2;How to test build script changes on travis without having to check in code for each change;<node.js><github><continuous-integration><travis-ci>;nothing found
52586687;01.10.2018 07:51;2;Set postgres database url on travis-ci for testing node.js application;<node.js><postgresql><express><testing><travis-ci>;nothing found
28652664;21.02.2015 23:30;2;Specifying node version for a certain test;<node.js><bash><mocha.js><travis-ci>;node version in travis
29058358;2015-03-15 07:38:33.023;2;Running child_process.exec fails on travis, not locally;<node.js><git><travis-ci>;nothing found
60806805;23.03.2020 01:14;2;eslint not found in TravisCI Deploy;<node.js><npm><travis-ci><eslint>;node version in travis
49944323;2018-04-20 14:46:18.093;2;Error: ENOENT: no such file or directory using travis and fs;<javascript><node.js><travis-ci><fs>;nothing found
51168642;04.07.2018 08:01;2;How to run cypress e2e tests on localhost on Travis CI;<node.js><travis-ci><cypress>;nothing found
47913762;20.12.2017 20:16;2;Travis CI Fail Jest testing for Timeout reason;<node.js><timeout><travis-ci><yeoman><jestjs>;nothing found
43081944;28.03.2017 23:57;2;Running a node server in the background on travis;<node.js><bash><mocha.js><travis-ci><chai>;node version in travis
60387278;25.02.2020 03:54;2;expo-detox-hook is not installed in your osx Library (Expo + Detox + Travis);<node.js><react-native><expo><travis-ci><detox>;node version in travis
19148277;02.10.2013 23:10;2;"Travis CI job failing with unknown result ""configured""";<node.js><travis-ci>;node version in travis
33696138;13.11.2015 15:27;2;How to test express api on Travis;<node.js><api><testing><express><travis-ci>;nothing found
33966585;28.11.2015 01:02;2;Travis build not finishing properly;<node.js><travis-ci><jasmine-node>;nothing found
37137292;10.05.2016 11:31;2;Nodejs CI Dependency Error;<node.js><npm><continuous-integration><travis-ci>;nothing found
34662079;07.01.2016 18:02;2;Detect mouse and keyboard events on TravisCI;<node.js><automation><travis-ci>;nothing found
53147477;05.11.2018 02:17;2;Travis build failing due to mocha not found in project subfolder;<javascript><node.js><mocha.js><travis-ci>;nothing found
29303331;27.03.2015 14:39;2;Npm: Cannot call method 'charAt' of undefined;<node.js><git><npm><travis-ci>;nothing found
35165556;02.02.2016 23:07;2;Why can't Travis CI create a directory during an npm install?;<node.js><npm><travis-ci>;nothing found
28021022;19.01.2015 09:04;2;Test Raspberry Pi code on Travis;<node.js><raspberry-pi><travis-ci>;node version in travis
67623140;2021-05-20 15:08:28.023;2;Lerna build fails on remote - internal packages are badly symlinked;<node.js><travis-ci><symlink><monorepo><lerna>;nothing found
54020041;03.01.2019 10:04;2;All mocha tests pass locally but fail on Travis CI;<node.js><mocha.js><travis-ci>;node version in travis
57244947;28.07.2019 21:02;2;How to fix the following build error in travis-ci: FATAL ERROR: CALL_AND_RETRY_LAST Allocation failed - JavaScript heap out of memory;<node.js><travis-ci>;nothing found
44597161;2017-06-16 20:05:52.033;2;"""Permission denied"" using PostgreSQL COPY in Travis-CI";<node.js><postgresql><csv><travis-ci><pg>;node version in travis
67270842;26.04.2021 17:02;2;Passing Node.JS run params via Travis CI API;<node.js><protractor><travis-ci><testrail>;nothing found
32020280;2015-08-15 00:16:56.043;2;Unit testing web-browser independent JavaScript;<javascript><node.js><unit-testing><travis-ci>;nothing found
38636223;28.07.2016 12:21;2;SyntaxError in plugin 'gulp-mocha' Unexpected token =;<node.js><travis-ci><gulp-mocha>;nothing found
50198047;06.05.2018 09:08;2;How to set up Travis CI to use linked (local) packages?;<node.js><npm><package><installation><travis-ci>;node version in travis
45994195;01.09.2017 06:10;1;Not able to push code in Git from Travis CI cloud for node;<node.js><github><travis-ci>;nothing found
16450171;08.05.2013 21:05;1;"GitHub repo failing Travis CI build because of ""console-browserify""";<node.js><travis-ci>;nothing found
19719697;01.11.2013 02:03;1;Testing REST api built using Node.js(Express) on Travis CI;<node.js><mongodb><rest><mocha.js><travis-ci>;node version in travis
21843463;18.02.2014 02:55;1;Why mocha tests don't run on Travis, but local?;<javascript><node.js><gruntjs><mocha.js><travis-ci>;nothing found
22013806;2014-02-25 12:10:22.093;1;Travis-CI node build failing randomly;<javascript><node.js><travis-ci>;nothing found
26203001;05.10.2014 13:30;1;Why are my NodeJS Protractor tests on Travis CI failing with make error;<node.js><makefile><protractor><travis-ci>;node version in travis
27105606;24.11.2014 13:07;1;Why is Mocha not running on travis;<node.js><typescript><mocha.js><travis-ci>;node version in travis
27137994;25.11.2014 22:30;1;graphicsmagick on travis build machine;<node.js><travis-ci><graphicsmagick>;node version in travis
27457046;13.12.2014 08:39;1;Continuous deployment with Travis and Modulus;<node.js><travis-ci><modulus.io>;node version in travis
28570404;17.02.2015 20:20;1;.travis.yml seems not working;<node.js><mongodb><travis-ci>;node version in travis
28706304;24.02.2015 21:09;1;Travis + Openshift Not deploying to openshift;<node.js><continuous-integration><openshift><travis-ci>;node version in travis
