id;creationdate;score;title;tags;note
52247365;09.09.2018 18:16;4;Install a new node dependency inside a Docker container;<node.js><docker><npm><docker-compose>;internal port dc
47875771;18.12.2017 20:15;4;node.js, Rabbitmq & Docker: the service using seneca seems to start before rabbitmq;<node.js><rabbitmq><docker-compose><seneca>;internal port dc
57654655;26.08.2019 08:51;4;"Prisma: getting ""com.prisma.deploy.schema.InvalidProjectId: No service with name 'default' and stage 'default' found"" error";<node.js><mongodb><docker-compose><graphql><prisma>;nothing found
47309643;15.11.2017 14:12;4;Node can't connect to Redis via Docker Compose;<node.js><reactjs><amazon-web-services><redis><docker-compose>;internal port dependency dc, port dependency docker and docker-compose, copying files in dockerfile
50730279;06.06.2018 22:02;4;can't connect to redis through node app, both in dockers;<node.js><docker><redis><docker-compose><ioredis>;port dependency docker and docker-compose
50400697;17.05.2018 21:21;4;Dockerizing a React App: The app starts inside the container, but it not accessible from the exposed port;<node.js><reactjs><docker><docker-compose>;copying files in dockerfile, internal port dependency dc
60543573;05.03.2020 10:45;4;Dockerfile ..... ✖ Error: Command failed: /bin/sh -c autoreconf -ivf /bin/sh: autoreconf: not found;<node.js><docker><docker-compose><pm2>;copying files in dockerfile
30925521;18.06.2015 20:47;4;Node.js + Docker Compose: node_modules disappears;<node.js><docker><docker-compose>;copying files in dockerfile
41226615;19.12.2016 16:04;4;I need to run twice docker-compose to not have errors;<node.js><docker><docker-compose>;port dependency docker and docker-compose
45549193;2017-08-07 14:20:39.027;4;Docker compose up 'Exec format error' loading a library;<node.js><docker><docker-compose>;nothing found
54851497;24.02.2019 11:39;4;Communication between containers in docker swarm;<node.js><docker><docker-compose><dockerfile><docker-swarm>;internal port dc
37043119;05.05.2016 05:33;4;Make Dockerfile VOLUME behave like docker-compose volumes;<javascript><node.js><docker><docker-compose><dockerfile>;internal port dc, port dependency docker and docker-compose
