id;creationdate;score;title;tags;note
67011915;08.04.2021 21:08;1;How to create containerized Spring Boot App on Raspberry Pi 4?;<spring-boot><docker><maven><docker-compose><raspberry-pi4>;executebale name, internal port dependency docker-compose, database credentials, internal docker dependency
67091667;14.04.2021 12:20;1;Proper setup of docker compose with spring boot and postgres;<postgresql><spring-boot><docker><maven><docker-compose>;executable name, copying files in dockerfile, internal port dependeny docker-compose, port dependency docker and docker-compose, database credentials, internal docker dependency
55345182;25.03.2019 19:32;1;NoClassDefFoundError in service on startup. Is jce_policy-8.zip for security the culprit?;<java><maven><docker><docker-compose><alpine>;executebale name
55515900;04.04.2019 12:21;1;Docker Containers for Maven Multi-module Spring Boot project with Angular Frontend module;<maven><docker><docker-compose><multi-module><docker-maven-plugin>;executable name, internal port dependency docker-compose, port dependency docker and docker-compose, database credentials, internal docker dependency
68777660;13.08.2021 19:44;0;maven repository mapping with docker volume not working;<docker><maven><docker-compose>;copying files in dockerfile, executable name, internal docker dependency
35858740;08.03.2016 04:04;0;How to externalize the docker container file;<java><maven><jenkins><docker><docker-compose>;nothing found
38279998;09.07.2016 08:41;0;XMLHttpRequest cannot load;<maven><spring-boot><xmlhttprequest><docker-compose>;nothing found
45853607;24.08.2017 05:30;0;How to quickly integrate the maven project into the docker;<java><maven><docker><docker-compose><dockerfile>;executable name, port dependency docker and docker-compose, internal port dependency docker-compose, internal docker-dependency
45998700;01.09.2017 10:54;0;[Docker][Maven] How to add a local maven project as dependency to another maven project?;<java><maven><docker><docker-compose>;nothing found
48557986;01.02.2018 08:06;0;Run docker-compose up in testNG beforesuite;<java><maven><docker><docker-compose><testng>;nothing found
48591002;2018-02-02 21:18:35.027;0;mvn docker:stop not called after integration test;<maven><docker-compose><maven-failsafe-plugin><docker-maven-plugin>;nothing found
51628341;01.08.2018 08:08;0;Selenium Grid Docker-Compose automation through Jenkins;<maven><jenkins><docker-compose><selenium-grid>;nothing found
52518437;26.09.2018 13:04;0;Use docker compose with compiling;<maven><docker><compilation><docker-compose>;nothing found
54983164;04.03.2019 12:20;0;docker compose integration tests without opening ports to host;<maven><docker><jenkins><docker-compose><integration-testing>;internal port dependency docker-compose
56261144;22.05.2019 16:17;0;Issue with spring cloud dataflow and Remote Repository: Apps are installed but i can't deploy streams;<maven><docker-compose><nexus><spring-cloud-dataflow>;internal port dependency docker-compose
56634292;17.06.2019 15:19;0;Docker Compose unable to find Maven pom;<maven><docker><docker-compose>;internal port dependency docker-compose, database credentials
57171618;23.07.2019 20:18;0;How to automatically rebuild a Java Webapp inside Docker containers;<maven><docker><tomcat><docker-compose>;copying files in dockerfile, internal port dependency docker-compose
57676769;27.08.2019 14:21;0;"Unknown lifecycle phase ""clean install test -Dsurefire.suiteXmlFiles=testng.xml"" while running the testng xml from docker file";<maven><docker><docker-compose><dockerfile>;copying files in dockerfile
57797106;05.09.2019 00:42;0;My command docker-compose up gives me an error when tries to run my spring-boot application;<maven><spring-boot><docker-compose>;exectuable name, internal docker dependency
61028974;04.04.2020 13:41;0;How do we configure a maven oracle dependency when we are using a docker-compose file?;<java><oracle><maven><docker-compose><pom.xml>;internal port dependency dc
61141285;10.04.2020 13:26;0;Cannot resolve com.palantir.docker.compose:docker-compose-rule-junit4:0.32.0;<java><docker><maven><docker-compose><maven-dependency>;nothing found
61400808;2020-04-24 03:49:27.013;0;Wait for docker-compose to start before running another process;<docker><maven><docker-compose><continuous-integration><gitlab>;nothing found
62036762;27.05.2020 06:30;0;Running mvn install from Dockerfile gives error but, running it from inside the container is successful;<docker><maven><build><docker-compose>;copying files in dockerfile
62176462;03.06.2020 15:17;0;What are the minimum requirements for Spring JPA;<java><spring-boot><maven><docker-compose>;internal port dependency dc, database credentials
62782921;07.07.2020 19:53;0;Connection to localhost:5432 refused after docker run when port 5432 is clearly open and listening?;<spring><docker><maven><docker-compose><dockerfile>;nothing found
63102497;2020-07-26 15:59:03.047;0;Can't dockerize spring micro-services multi module app;<spring-boot><docker><maven><docker-compose><dockerfile>;executable name, internal port dependency cd, port dependency docker and docker-compose, internal docker dependency
63307957;2020-08-07 19:16:56.017;0;Build a Maven project and submit as the Flink job using Docker;<java><docker><maven><docker-compose><apache-flink>;copying files in dockerifle, executable name, internal port dependency dc, port dependency docker and docker-compose, dc specifies dockerfile, internal docker dependency
65256962;11.12.2020 18:47;0;Error de conexion: java.sql.SQLException: No suitable driver found for jdbc:mysql://localhost:3306;<java><mysql><maven><docker-compose><driver>;nothing found
65602884;06.01.2021 20:21;0;Jenkins Docker container can't upload artifact to Nexus Docker container;<maven><jenkins><docker-compose>;internal port dependency dc
65721618;14.01.2021 15:12;0;Spring Boot microservices Volumes;<spring-boot><docker><maven><docker-compose>;nothing found
66388921;26.02.2021 15:54;0;"""Permission denied error"" when running integration test using mvn failsafe:integration-test on jenkins node";<maven><jenkins><docker-compose><integration-testing><maven-failsafe-plugin>;internal port dependency dc
66683927;18.03.2021 02:27;0;Dockerfile maven value;<docker><maven><docker-compose><dockerfile>;nothing found
66858280;29.03.2021 16:50;0;Docker-compose - Non-resolvable parent POM: Could not find artifact;<spring-boot><docker><maven><docker-compose><pom.xml>;copying files in dockerfile, executable name, internal docker dependency
66861985;29.03.2021 21:37;0;How can I run two services at the same time with docker-compose.yaml?;<spring-boot><maven><docker-compose><dockerfile><pom.xml>;copying files in dockerfile, executable name, internal docker dependency
66989886;07.04.2021 16:06;0;Passing Secrets to Docker;<docker><maven><docker-compose>;copying files in dockerfile, internal port dependency docker-compose
67058700;12.04.2021 12:50;0;Using a docker image present in Nexus in Integreration test cases;<docker><maven><docker-compose><integration-testing><docker-maven-plugin>;nothing found
67169004;19.04.2021 20:34;0;Using dockerfile to create maven build with multi-module spring app;<docker><maven><docker-compose><dockerfile><docker-maven-plugin>;executable name, internal port dependency dc, internal docker dependency
67888577;08.06.2021 14:01;0;Java container cant connect to MYSQL container with docker-compose;<java><mysql><docker><maven><docker-compose>;internal port dependency dc, port dependency docker and docker-compose, database credentials
67911415;09.06.2021 20:38;0;Building and running Spring Boot application in Docker with couple of services using docker-compose?;<spring-boot><docker><maven><docker-compose><dockerfile>;executable name, internal port dependency dc, port dependency docker and docker-compose, internal docker dependeny
31156892;01.07.2015 08:58;0;mvn jetty:run not reflecting changes when run inside docker;<java><maven><docker><jetty><docker-compose>;nothing found
35886669;09.03.2016 08:39;-1;need a equal code for docker run with maven to docker compose with maven;<java><maven><docker><docker-compose><dockerfile>;nothing found
67907783;09.06.2021 16:02;-1;How does EntryPoint Works in Docker?;<bash><docker><maven><docker-compose><dockerfile>;nothing found
